Company name,Company Twitter,Nb. of Employees,What do they do (Verbatim - 10 words max.)   ,Link to website,HQ City,HQ Country,CEO name,CEO's Twitter,Link to jobpage,employees_amount_id
100Starlings,100starlings,1-10,"Cooperative, doing custom web/mobile dev   ",https://www.100starlings.com/,London,UK,Riccardo Cambiassi,bru,https://angel.co/100starlings,1.0
10up,10up,51-200,Finely crafted websites & tools for content creators,https://10up.com,,USA,John Eckman,,,3.0
21Zephyr,t21zephyr,1-10,We are about Blockchains.  ,https://www.21zephyr.com/,"Chicago, IL",USA,Michael Gucci,,,1.0
2600Hz,2600hertz,11-50,All-in-one telecom solution in the cloud        ,https://www.2600hz.com/,"San Francisco, CA",USA,Darren Schreiber,,https://www.2600hz.com/careers,2.0
33 Sticks,33sticks,1-10,Analytics insights & optimization services.      ,https://33sticks.com/,"American Fork, Utah",USA,Jason Thompson,usujason,https://33sticks.com/join-us/,1.0
3DprinterOS,3dprinteros,11-50,3D Printer Integration and Qualification      ,https://www.3dprinteros.com/,"San Francisco, CA ",USA,John Ulgar Dogru,jdogru,https://angel.co/3dprinteros/jobs,2.0
3nder,feeldco,1-10,Celebrating openminded humans.   ,https://feeld.co/,London,UK,Dimo Trifonov,denull,https://feeld.co/jobs,1.0
3SMobile,3s_mobile,1-10,Full-stack design and dev focused on mobile,https://www.3smobile.com/,Zurich,Switzerland,Eric Seuret,ericseuret,,1.0
4 Ventos,4ventosnet,1-10,Web development and press relations ,https://www.4ventos.net/,Porto,Portugal,Filipe Miguel Tavares,,,1.0
45royale,45royale,1-10,"We’re 45royale, an experienced web design studio in Atlanta, GA.  ",https://45royale.com/,"Atlanta, GA",USA,Adam Little,adam_little,https://careers.councilofnonprofits.org/company/45royale/,1.0
4D Pipeline,4dpipeline,1-10,Making Ideas and Products Successful. Agile Software Design and Development ,https://www.4dpipeline.com/,"San Jose, CA",USA,Tyler Worden,,,1.0
51Blocks,51blocks,1-10,Digital Marketing Company. ,https://www.51blocks.com,"Dever, CO",USA,Michael Borgelt,borgie,,1.0
Acceleration Partners,accelerationpar,11-50,Customer Acquisition Programs that deliver real profits.  ,https://www.accelerationpartners.com/,"Needham, MA",USA,Robert Glazer,robert_glazer,https://www.accelerationpartners.com/join-our-team,2.0
Accella,accellallc,11-50,a digital interactive agency ,https://www.accella.net/contact,"Severna Park, MD",USA,Jason King,,https://www.accella.net/contact,2.0
Accounto Technology,accounto_tech,11-50,German-speaking agency,https://www.accounto.io/warum-accounto/,Basel,Switzerland,Alain Veuve,alainveuve,https://www.accounto.io,2.0
ACEA Bioscience,aceabiosciences,11-50,Provide innovative high performance technologies that advance scientific discovery ,https://www.aceabio.com,"San Diego, CA",USA,Xiao Xu,,,2.0
Action Verb,,11-50,Platforms for Organizations ,https://actionverb.com/,"Las Vegas, NV",USA,Kevin Bombino,,https://actionverb.com,2.0
Actionable.co,actionableco,11-50,Learning & development platform company changing how we learn at work,https://www.actionable.co,,Australia/Canada,Chris Taylor,actionablechris,https://actionable.co/careers,2.0
ActiveCampaign,activecampaign,11-50,Go beyond email marketing with true marketing automation,https://www.activecampaign.com,"Chicago, IL",USA,Jason Vandeboom,jvandeboom,,2.0
ActiveProspect,activeprospect,11-50,A marketing automation middleware platform,https://activeprospect.com,"Austin, TX",USA,Steve Rafferty,,https://activeprospect.com/,2.0
Actyx,actyx,1-10,Rethinking manufacturing,https://www.actyx.io/de/,"München, Bavaria",Germany,Oliver Stollmann,oliverstollmann,https://www.actyx.io/en/join-us/,1.0
AddStructure,addstructure,1-10,Natural Language Processing for big retail,https://www.addstructure.com/,"Chicago, IL",USA,Jarrod Wolf,,https://angel.co/addstructure,1.0
AdEspresso,adespresso,1-10,Optimize your Facebook Ads Easily,https://adespresso.com/,"San Francisco, CA",USA,Massimo Chieruzzi,massimocw,https://adespresso.com/jobs/,1.0
AdQuick,adquick,11-50,Make buying and measuring outdoor ads easy,https://www.adquick.com/,"Santa Monica, CA",USA,Fahim Ferdous,fahim,,2.0
Advantage Integrated Solutions,,1-10,"Use leading cloud tools, to deliver agile solutions that help clients improve performance",https://www.advantagequickbase.com,"Denver, CO",USA,Scott Wyatt,,,1.0
Advocate,advocategg,1-10,Pushing the boundaries of gaming livestream sponsorships & marketing,https://adv.gg,"Los Angeles, CA",USA,,,,1.0
AgentFire,agentfiresites,1-10,Hyper local real estate websites powered by Wordpress.,https://agentfire.com/,"New York, NY",USA,Nelson Cuesta,,,1.0
AgileBits,1password,11-50,Put Passwords In Their Place,https://agilebits.com/,Canada,Canada,Jeff Shiner,jeffreyshiner,https://angel.co/agilebits/jobs,2.0
Aha!,aha_io,11-50,Aha! is roadmapping software for PMs who want their mojo back,https://www.aha.io/,"Menlo Park, CA",USA,Brian De Haaff,bdehaaff,https://www.aha.io/company/careers,2.0
AI Incube,parknav,1-10,Solve parking problems,https://parknav.com/,"Chicago, IL",USA,Eyal Amir,optimistfwd,,1.0
AirTreks,airtreks,11-50,Multi-stop international flight planner with a distributed team.,https://www.airtreks.com/about/,,USA,Riel Manriquez,rielman,https://www.airtreks.com/support/,2.0
Alaris Prime,alarisprime,1-10,"Web, Mobile Designs, Frontend Engineering",https://alarisprime.com/,Bangalore,India,,,https://angel.co/alarisprime/jobs,1.0
Alegion,alegion,1-10,Crowdsourcing platform ,https://alegion.com,"Austin, TX",USA,Joel Simpson,joelrsimpson,,1.0
Alley interactive,alleyco,11-50,Crafting custom digital experiences ,https://alley.co,"New York, NY",USA,Austin Smith,netaustin,,2.0
AltSchool,altschool,51-200,AltSchool is a venture-backed educational startup headquartered in San Francisco,https://www.altschool.com/,"San Francisco, CA",USA,Max Ventilla,ventilla,https://www.altschool.com/jobs,3.0
Amazee,amazeeio,51-200,Drupal hosting Platform as a Service ,https://www.amazee.io/,Zurich,Switzerland,Stephanie Lüpold,,,3.0
AmaZix,amazixofficial,1-10,Community Management for Crypto Projects,https://www.amazix.com/,,Denmark,Jonas Sevel Karlberg,,https://www.amazix.com/,1.0
Amazowl,amazowl,1-10,Global Amazon Expertise.,https://www.amazowl.com/,Dublin,Ireland,Mark Greene,,,1.0
Ameego,myameego,1-10,Restaurant scheduling software.,https://myameego.com/,"Winnipeg, Manitoba ",Canada,Jason Wagenaar,,https://info.myameego.com/about-ameego,1.0
Andela,andela,51-200,Distributed engineering teams with Africa’s most talented software developers,https://andela.com/,Nairobi,Kenya,Jeremy Johnson,,,3.0
Angie Hospitality,angiehospitali1,1-10,"Building the world’s first cloud-powered, interactive guest room assistant, created just for hotels.",https://angie.ai/,"San Jose, CA",USA,Ted Helvey,,,1.0
Animalz,,11-50,"Content marketing solutions to SaaS, tech and crypto companies",https://www.animalz.co,"New York, NY",USA,Walter Chen,smalter,,2.0
Antavo,antavopromotion,11-50,Antavo is a complete Software-as-a-Service solution to launch point-based loyalty programs,https://antavo.com/,London,UK,Attila Kecsmar,attilakecsmar,https://antavo.com/job/,2.0
Apartment Therapy,apttherapy,51-200,"Saving the world, one room at a time.",https://www.apartmenttherapymedia.com,"New York, NY",USA,Maxwell Ryan,,,3.0
Apitalks,,1-10,Get your data out of the building,https://www.apitalks.com/,Praha,Czech Republic,Bohuslav Dohnal,,,1.0
AppendTo,appendto,11-50,We are a leader in modern web development specializing in custom solutions ,https://appendto.com/,IL,USA,John Kellar,johnkellar,https://appendto.com/careers/,2.0
Applied Brain Research,abr_inc,11-50,Surprisingly good at AI and robotics,https://appliedbrainresearch.com/,Waterloo,Canada,Dr. Chris Eliasmith,,,2.0
Appnovation,appnovation/,201-500,Global Digital Solutions and Managed Services provider ,https://www.appnovation.com,"Vancouver, BC",Canada,Arnold Leung,,,4.0
Apptio,apptio,51-200,The business management system of record for hybrid IT,https://www.apptio.com/,"Bellevue, WA",USA,Sunny Gupta,sguptaapptio,,3.0
Aptible,aptible,11-50,Deploy your app. Design your security management program. Meet requirements.,https://aptible.com,"San Francisco, CA",USA,Chas Ballew,chasballew,,2.0
Araize,fastfundonline,1-10,"Non-profit accounting, fundraising & payroll",https://www.araize.com/,"Chapel Hill, NC",USA,Joseph Scarano,,,1.0
ArangoDB,arangodb,11-50,ArangoDB is the leading native multi-model NoSQL database,https://arangodb.com/,"San Francisco, CA",USA,Claudius Weinberger,weinberger ,,2.0
Argent,argenthq,1-10,Safest and simplest way to access the next era of the internet — the decentralised web.,https://www.argent.xyz/,London,UK,Itamar Lesuisse,itamarl,,1.0
Arkency,arkency,1-10,Our speciality is working with legacy software,https://arkency.com/,Poland,Poland,Andrzej Krzywda,andrzejkrzywda,,1.0
Art & Logic,artandlogic,51-200,We don’t just build software - We build it better.,https://artandlogic.com/,"Pasadena, CA",USA,Paul Hershenson,phershenson,https://artandlogic.com/careers/,3.0
ART19,art19co,11-50,a Podcasting company,https://www.art19.com/,"San Francisco, CA",USA,Sean Carr,,,2.0
Articulate,articulate,51-200,"It’s the world’s favorite e-learning authoring tool, better than ever.",https://www.articulate.com/,"New York, NY ",USA,Adam Schwartz,getadam,https://www.articulate.com/company/careers.php,3.0
"Artisanal Code, Inc.",artisanalcode,1-10,Custom software development,https://artisanalcode.com/,"New York, NY",USA,,,,1.0
AsmallOrange,asmallorange,51-200,Homegrown Hosting - quality web hosting backed by top notch support.,https://asmallorange.com/,"Austin, TX",USA,,,https://asmallorange.com/why/careers/,3.0
Assemble,assemblejs,1-10,Marketing toolkit for Movies,https://assemble.me/,,,,,https://assemble.me/careers,1.0
Assembled Brands,assembledbrands,51-200,Fashion and home goods brands and retail,https://assembledbrands.com/,"New York, NY",USA,Adam Pritzker,adampritzker,https://www.indeed.com/q-Assembled-Brands-jobs.htm,3.0
Astro HQ,astropadapp,1-10,We build hardware and software tools that unlock creativity and productivity.,https://astropad.com,"San Francisco, CA",USA,Matt Ronge,mronge,,1.0
Attentiv,getattentiv,1-10,Attentiv is the ultimate decision-making and team collaboration platform. ,https://attentiv.com/,Washington,USA,Daniel Russell,dnlrussell,https://attentiv.com/jobs/,1.0
Attractions.io,attractions_io,1-10,Mobile apps for attractions,https://attractions.io/,Staffordshire,UK,Mark Locker,,,1.0
Aula,aula_education,11-50,University’s digital campus: a communication platform.,https://aula.education/,Oxford,UK,Anders Krohn,anders_krohn,,2.0
Aurity,aurityteam,1-10,Specializing in React and React Native.,https://www.aurity.co/join-us,London,UK,Peter Kowalczyk,peter_kow?lang=en,https://www.aurity.co/,1.0
Auth0,auth0,51-200,Identity made simple for developers,https://auth0.com/,WA,USA,Jon Gelsey,jgelsey,https://auth0.com/jobs,3.0
Authority Partners,apiknowsit,201-500,"Technology for the Enterprise, Outsourcing, ",https://www.authoritypartners.com/,"Irvine, CA",USA,Amina Karić,,,4.0
Automattic,automattic,501-1000,"We are a distributed company, democratizing publishing and development.",https://automattic.com/work-with-us/,,USA,Matt Mullenweg,,,5.0
Avaaz,avaaz,51-200,Largest global progressive movement,https://www.avaaz.org/page/en/,"New York, NY",USA,Ricken Patel‎,ricken_patel,https://secure.avaaz.org/en/hiring/?rc=fb,3.0
Avocado,avocadomattress,11-50,"A progressive, online retailer of natural mattresses and bedding products.",https://www.avocadogreenmattress.com/,"New York, NY",USA,Alexandra Duncan,,,2.0
Award Force,awardforce,11-50,"Award management software for organisers of awards, grants, scholarships",https://www.awardforce.com/,Sydney,Australia,Richard De Nys,dexm,,2.0
Axelerant,axelerant,51-200,We’re an incubator for innovative products and services created to make the world a happier place. ,https://axelerant.com,India,India,Ankur Gupta,_agupta_,https://axelerant.com/careers/,3.0
Azumio,azumioinc,11-50,Azumio™ is a leader in health and fitness apps on mobile devices,https://www.azumio.com/,"Palo Alto, CA",USA,Bojan Bernard Bostjancic,ventiotto,https://www.azumio.com/s/contact/index.html#careers,2.0
BacklotCars,backlotcars,11-50,A networking marketplace for auto dealers - Never pay auction fees again.,https://backlotcars.com/,"San Francisco, CA",USA,Justin Davis,,,2.0
Balsamiq,balsamiq,11-50,Balsamiq Mockups is a rapid wireframing tool ,https://balsamiq.com/,internet,,Peldi Guilizzoni,peldi,https://balsamiq.com/company/jobs/,2.0
Band Industries,bandindustries,1-10,Automatic Guitar Tuner,https://www.bandindustries.com,"Port Townsend, WA",USA,Hassane Slaibi,hachisans,,1.0
Barefoot Coders,barefoot_coders,1-10,Consulting company,https://barefootcoders.com/,"New York, NY",USA,Jason Berlinsky,jasonberlinsky,,1.0
Baremetrics,baremetrics,1-10,Subscription Analytics & Insights for Stripe,https://baremetrics.com/,"Birmingham, AL",USA,Josh Pigford,shpigford,https://baremetrics.com/jobs,1.0
Barrel,barrelny,1-10,Experience design and intelligent marketing for growing brands.,https://www.barrelny.com/about,"New York, NY",USA,Peter Kang,,https://www.barrelny.com,1.0
Barrel Roll,gobarrelroll,1-10,We maintain WordPress.,https://gobarrelroll.com,"Norfolk, VA",USA,,,,1.0
Basecamp,basecamp,11-50,"Basecamp is everyone's favorite project management app, the tool of the trade",https://basecamp.com/,"Chicago, IL",USA,Jason Fried,jasonfried,https://basecamp.com/jobs,2.0
Batchbook,batchbook,11-50,Batchbook is a simple tool to help small businesses build meaningful relationships,https://batchbook.com/,"Providence, RI ",USA,Pamela O'Hara,pamohara,https://batchbook.com/Jobs/,2.0
Be My Guest,,1-10,"Grow your audience, generate qualified leads",https://www.bemyguest.fm/,"Columbus, OH",USA,Erik Jacobson,erikbison,,1.0
Bearer,bearersh,1-10,Crafting the ultimate technology to build plug'n play & reusable API Integration,https://www.bearer.sh/,Paris,France,Guillaume Montard,g_montard,,1.0
BeBanjo,bebanjo,11-50,We help you manage your on-demand world,https://www.bebanjo.com/,Spain ,Spain,François Chabat,,https://www.bebanjo.com/careers,2.0
BeerMenus,beermenus,1-10,We exist to help grow the craft beer market.,https://www.beermenus.com/,"New York, NY",USA,Eric Stephens,,,1.0
BetterDoctor,betterdoctor,11-50,"Search over 1,000,000 doctors rated by education and experience",https://betterdoctor.com/,"San Francisco, CA",USA,Ari Tulla,umbar,https://betterdoctor.com/careers,2.0
Beutler Ink,beutlerink,11-50,Design / Stategy / Wiki Relations,https://www.beutlerink.com/,Washington,USA,Jenny Karn (Cofounder),jennykarn,,2.0
Bevy Labs,bevylabs,11-50,Builds community in real life,https://www.bevylabs.com,"Palo Alto, CA",USA,Derek Andersen,derekjandersen,,2.0
BidWrangler,bidwrangler,1-10,Auction technology platform,https://www.bidwrangler.com/,"HARRISONBURG, VA",USA,Tim Peters,,,1.0
Big Universe,biguniverse,1-10,e-learning,https://www.biguniverse.com/,"Reston, VA",USA,Anil Hemrajani,anilhemrajani,https://www.biguniverse.com/careers,1.0
Big Wheel Brigade,bwbspeaks,1-10,Big Wheel Brigade is a web application development shop,https://www.bigwheelbrigade.com/,"Omaha, Nebraska",USA,Rahul Gupta,hul,https://www.remotebase.io/company/big-wheel-brigade/jobs,1.0
Bisnow Media,bisnow,51-200,"Inform, connect and advance the commercial real estate community to do more business.",https://www.bisnow.com,"New York, NY",USA,Ryan Begelman,ryanbegelman,,3.0
Bithive,tweetbithive,1-10,Build startups and projects,https://bithive.io,Hong Kong,Hong Kong,Diegos Rojas,diegoluisr,https://angel.co/bihive-io/jobs,1.0
Bitnami,bitnami,51-200,Packaged Applications for Any Platform,https://bitnami.com/,"San Francisco, CA",USA,Daniel Lopez,,https://bitnami.com/careers,3.0
Bitovi,bitovi,11-50,Bitovi simplifies JavaScript development and UX design.,https://www.bitovi.com/,,USA,Justin Meyer,justinbmeyer,https://www.bitovi.com/jobs,2.0
Black Pixel,blackpixel,51-200,"Making great software in Seattle, Washington and around the world.",https://blackpixel.com,"Seattle, WA",USA,Daniel Pasco,dlpasco,https://blackpixel.com/careers/,3.0
Blanket,blanketai,1-10,Your Automated SDR,https://blanket.ai/,"Miami, FL",USA,Alex Nucci,,,1.0
BloodHub,bloodhub,1-10,Supply chain automation for Blood Suppliers and Hospitals.,https://www.bloodhub.com/founders/,"Phoenix, AZ",USA,Andrew Pandelakis,,https://www.bloodhub.com/,1.0
Blossom,blossom,1-10,A lightweight project management tool,https://www.blossom.co/,"San Francisco, CA",USA,Manrique Brenes,,https://angel.co/blossom,1.0
Blue Ox Family Games,,1-10, An independent studio that creates original family-oriented mobile apps,https://www.blueoxfamilygames.com/,MI,USA,Christopher York,,,1.0
Blue Zinc IT,,11-50,"Specialising in improving, connecting and automating the musculoskeletal.",https://www.blue-zinc.com,Belfast,UK,"Northern Ireland, Uk",,,2.0
BlueLabs,,1-10,Building a next generation Sports Betting Platform,https://www.bluelabs.eu/,Valetta,Malta,Moritz Honig,moritzhonig,,1.0
Bluespark Labs,bluesparklabs,11-50,"We help you imagine, design, and build amazing digital experiences",https://www.bluespark.com/,"Raleigh, NC ",USA,Michael Tucker,michaelrtucker,https://www.bluespark.com/join-bluespark-team,2.0
Boatyard,boatyardusa,1-10,Connecting the World of Boating,https://www.boatyard.com,"Miami, FL",USA,,,,1.0
Bold Penguin,bold_penguin,11-50,Commercial insurance exchange,https://www.boldpenguin.com/,"Columbus, OH",USA,Ilya Bodner,,,2.0
Bonfire,bonfire,11-50,Helps people design and sell custom shirts,https://www.bonfire.com/about/,"Richmond, VA",USA,,,https://careers.bonfire.com,2.0
BookingSync,bookingsync,11-50,BookingSync is a property management system for vacation rentals.,https://www.bookingsync.com/,Alps,France,Sebastien Grosjean,,https://bookingsync.com ,2.0
Bookwhen,bookwhen,1-10,"Flexible online booking system for Classes, Courses, Workshops and Events.",https://bookwhen.com/,Oxford,UK,Jo Potts,,,1.0
BrainCheck,braincheck,1-10,BrainCheck empowers you to track your own brain health,https://braincheck.com/our-team/,"Houston, TX",USA,Yael Katz,yaeljkatz,https://braincheck.com/join-us/,1.0
BrandBastion,brandbastion,11-50,BrandBastion is the #1 choice for ad spenders on social media.,https://www.brandbastion.com/join-us,"San Francisco, CA",USA,Jenny Wolfram,jennywolfram,https://www.brandbastion.com/,2.0
Brave-software,brave,11-50,"fix the web by giving users a safer, faster and better browsing experience",https://brave.com/jobs/,"San Francisco, CA",USA,Brendan Eich,brendaneich,https://brave.com,2.0
BriteCore,britecore,11-50,Modern Insurance technology,https://www.britecore.com/company/,"SPRINGFIELD, MO",USA,Phil Reynolds,,https://www.britecore.com/team/,2.0
Brivity,brivity,51-200,The only system that guarantees success in real estate,https://www.brivity.com/,"Bellingham, WA",USA,Ben Kinney,,,3.0
Buffer,buffer,51-200,A better way to share on social media - Social media management for marketers and agencies,https://buffer.com,"San Francisco, CA",USA,Joel Gascoigne,joelgascoigne,https://buffer.com/journey,3.0
Bugcrowd,bugcrowd,11-50,"We bring thousands of good hackers to the fight,",https://bugcrowd.com/,"San Francisco, CA",USA,Casey Ellis,caseyjohnellis,https://bugcrowd.com/careers,2.0
Bugfender,bugfenderapp,1-10,remote logger for multiple platforms,https://bugfender.com/about-bugfender/,Barcelona,Spain,Aleix Ventayol,aleixventayol,https://bugfender.com/about-bugfender/,1.0
Buink,,1-10,Unleash the power of the internet for sm-md size businesses.,https://www.buink.com,"Lafayette,CO",USA,Ben Buie,benbuie,,1.0
BuySellAds,buysellads,11-50,"12,000+ advertisers reaching audiences in context at scale",https://buysellads.com/,"Boston, MA",USA,Todd Garland,toddo,,2.0
Cadasta,cadastaorg,1-10,Secure platform for mapping global land & resource rights,https://cadasta.org/about-us/our-team/staff/,"Washington, DC",USA,Frank Pichel,,https://cadasta.org/about-us/our-team/product-owner/,1.0
CafeMedia,cafemedia_,11-50,Fueling Today's creative economy,https://www.cafemedia.com/team.php,"New York, NY",USA,Michael Sanchez,,https://www.cafemedia.com/career.php,2.0
Camplight,campenlightment,11-50,digital cooperative that creates experiences,https://camplight.net/,,,,,,2.0
Canonical,canonical,501-1000,It is our mission to make open source software available to people everywhere. ,https://www.canonical.com/,London,UK,Jane Silber,silbs,https://www.canonical.com/careers,5.0
Cantilever,cantileverco,11-50,"We design and engineer websites with care, and it shows.",https://cantilever.co/,"Fair Lawn, NJ",USA,Ty Fujimura,@tyfuji,,2.0
Carbon Black,carbonblack_inc,51-200,Stop the Most Attacks,https://www.carbonblack.com/,"Waltham, MA",USA,Patrick Morley,,https://www.carbonblack.com/,3.0
Cargobase,cargobase,11-50,Online Platform for Ad Hoc Freight,https://www.cargobase.com/,Singapore,Singapore,Wiebe Helder,whelder,https://cargobase1.recruitee.com/#/,2.0
CarriersEdge,carriersedge,11-50,Reimagine driver training,https://www.carriersedge.com/company,"Markham, ON",Canada,Jane Jazrawy,janejazrawy?lang=en,https://www.carriersedge.com/,2.0
Cartstack,cartstack,1-10,CartStack is an abandon cart re-marketing service,https://www.cartstack.com/,"St. Paul, MN",USA,Brett Thoreson,brettthoreson,https://cartstack.workable.com,1.0
Casumo,casumocasino,51-200,Recognized and award winning online gaming product.,https://www.casumo.com/,Tal-Ibragg,Malta,Oscar Simonsson,oscarsimonsson,https://www.casumocareers.com/,3.0
Catalyze,catalyzeio,11-50,"Cloud computing for healthcare. Compliant platform, mobile backend, and HL7 integrations.",https://catalyze.io/,"Madison, WI",USA,Travis Good,travisjgood,https://catalyze.io/jobs,2.0
Cesanta,cesantahq,11-50,Developing Internet of Things platform,https://www.cesanta.com/,Dublin,Ireland,Anatoly Lebedev,anatolyl,https://angel.co/cesanta/jobs,2.0
ChartMogul,chartmogul,11-50,We’re democratizing analytics!,https://jobs.chartmogul.com/,Berlin,Germany,Nick Franklin,nick_franklin,https://chartmogul.com,2.0
Chaser,chaser_hq,1-10,We're on a mission to transform credit control,https://chaserhq.com/jobs,London,UK,David Tuck,,https://chaser.io,1.0
Chef,chef,51-200,"Innovation, speed, collaboration and safety - Chef bakes them all into one DevOps platform.",https://www.chef.io,"Seattle, WA",USA,Barry Crist ,barry_crist,https://www.chef.io/careers/,3.0
Chess.com,chesscom,51-200,Online chess,https://www.chess.com,,,Erik Allebest,,https://www.chess.com/jobs,3.0
Chili Piper,chilipiper,11-50,Building the Future of B2B Commerce,https://www.chilipiper.com/,"New York, NY",USA,Nicolas Vandenberghe,nicolasvdb,,2.0
Chromatic,chromatichq,1-10,Designers and developers of big websites for recognized brands.,https://chromatichq.com/,"Chicago, IL",USA,Dave Look,lookatyeti,,1.0
Chronos Capital,,1-10,Equity Management Software With a Human Touch,https://chroncap.com,"New York, NY",USA,Sanjay Gandhi,,,1.0
Ciao Bambino!,ciaobambino,11-50,Global family travel planning resource. ,https://ciaobambino.com/,"Oakland, CA",USA,Amie O'Shaughnessy,,,2.0
CircleCI,circleci,11-50,"Ship better code, faster",https://circleci.com/,"San Francisco, CA",USA,Paul Biggar,paulbiggar,https://circleci.com/jobs,2.0
Citrusbyte,citrusbyte,51-200,"We define, design & build products",https://citrusbyte.com,"Los Angeles, CA",USA,Will Jessup,wjessup,https://careers.citrusbyte.com/,3.0
Civic Actions,civicactions,11-50,Passionate civic technologists committed to a better world.,https://civicactions.com/,"Berkeley, CA",USA,Henry Poole,henrypoole,https://civicactions.com/careers,2.0
Cladwell,,1-10,Make the fashion industry better for humans.,https://cladwell.com/,"Cincinnati, OH",USA,Blake Smith,,,1.0
Clerky,clerkyinc,1-10,We build software to make legal paperwork easier for startups and attorneys.,https://www.clerky.com/,"Burlingame, CA",USA,Darby Wong,darbyw,https://www.clerky.com,1.0
Clevertech,clevertech,51-200,We create beautiful apps for start-ups and entreprise,https://Clevertech,"Woodmere, NY",USA,Kuty Shalev,kuty,https://hire.clevertech.biz/,3.0
Clevertech,clevertech,51-200,We create beautiful apps for start-ups and entreprise,https://www.clevertech.biz/,"Woodmere, NY",USA,Kuty Shalev,kuty,https://hire.clevertech.biz/,3.0
ClickFlow,,1-10,SaaS product that handles SEO A/B testing for businesses,https://www.clickflow.com/,"Los Angeles, CA",USA,Eric Siu,ericosiu,,1.0
Clio,goclio,201-500,Legal practice management software,https://www.clio.com/,"Vancouver, BA",Canada,Jack Newton,,,4.0
Close.io,closeio,11-50,Inside sales communication platform of the future.,https://close.io,"Palo Alto, CA",USA,Steli Efti,steli,https://jobs.lever.co/close.io/,2.0
Cloudpeeps,cloudpeeps,1-10,CloudPeeps is a freelance marketplace and community platform,https://www.cloudpeeps.com/,"San Francisco, CA",USA,Kate Kendall,katekendall,https://www.cloudpeeps.com/jobs,1.0
Cloudstitch,cloudstitch,1-10,Spreadsheet powered web stack.,https://www.cloudstitch.com/,"San Francisco, CA",USA,Jake Lau,,https://angel.co/cloudstitch/jobs,1.0
Clustree,clustree,11-50,The Talent Management Intelligence Solution,https://www.clustree.com/,Paris,France,Bénédicte De Raphélis Soissan,benedictedrs,https://www.clustree.com/careers,2.0
Codeable,codeablehq,11-50,An online outsourcing service for WordPress,https://codeable.io/,Copenhagen,Denmark,Per Esbensen,per_esbensen,https://remoteok.io/remote-startups/codeable,2.0
Codebusters,codebustersinc,201-500,"helps hospitals and providers get the people they need to capture, code, and bill for their health information.",https://www.codebusters.com/,"Culver City, California ",USA,Vincent Kobayashi,,https://codebusters.applytojob.com/apply,4.0
CodeControl,codecontrol_,11-50,"CodeControl works with the top developers, designers and project managers in Europe.",https://codecontrol.io,Berlin,Germany,Marc Philipp Clemens,,https://codecontrol.io/join-us,2.0
Codeship,codeship,11-50,Codeship is a hosted Continuous Delivery platform.,https://codeship.com/,Vienna,Austria,Moritz Plassnig,moritzplassnig,https://codeship.com/jobs,2.0
Cofense,cofense,201-500,Security Behavior Management,https://cofense.com,"Leesburg, VA",USA,Rohyt Belani,rohytbelani,https://phishme.com/company/careers/,4.0
Cohesive Networks,cohesiveft,51-200,Software Defined Networking Security,https://cohesive.net,"Chicago, IL",USA,Patrick Kerpan,pjktech,https://cohesive.net/about/careers,3.0
Coinbase,coinbase,51-200,Buy and sell digital currency,https://www.coinbase.com,"San Francisco, CA",USA,Brian Armstrong,brian_armstrong,https://www.coinbase.com/careers,3.0
Collab. Drug Discovery,cddvault,1-10,Modern Drug Discovery Informatics,https://www.collaborativedrug.com,Burlingame CA,USA,Barry A. Bunin,barrybunin,https://www.collaborativedrug.com/pages/employment,1.0
CollabNet,collabnet,201-500,CollabNet is a developer of software development and application lifecycle management tools ,https://www.collab.net/,"San Francisco, CA",USA,Flint Brenton ,flint_brenton,https://www.collab.net/company/careers,4.0
Collabora,collaboraltd,51-200,Collabora - - Open source software-based consulting.,https://www.collabora.com/,Cambridge,UK,Philippe Kalaf,philippe_kalaf,https://www.collabora.com/about-us/careers.html,3.0
Collage.com,collagedotcom,11-50,"easy-to-use software tools, which make creating custom products easy for everyone. ",https://www.collage.com/,"Brighton, MI",USA,Joe Golden,,https://jobs.collage.com/,2.0
Comcate Software,comcate,51-200,Empowering Communities and Citizens through Technology,https://www.comcate.com/,"Oakland, CA",USA,Brian Roberts,,,3.0
Comet,comet_freelance,51-200,Platform that connects Freelancers to tech & data projects,https://comet.co/,Paris,France,Charles Thomas,charles_comet,,3.0
Commerceblock,commerceblock,1-10,Open-source Blockchain solutions for Real-World Assets & Applications,https://www.commerceblock.com/,London,UK,Nicholas Gregory,gregory_nico,,1.0
ComplianceMate,compliancemate,1-10,PaaS building the digital food safety platform of tomorrow,https://compliancemate.com/,"Lawrenceville, GA",USA,Steven Getraer,,,1.0
Compose,composeio,11-50,Open source databases as a service,https://www.compose.io/,"San Mateo, CA",USA,Kurt Mackey,mrkurt,https://www.compose.io/jobs/,2.0
CompuCorp,teamcompucorp,1-10,"web design, app development and branding for Charities and non-profit organisations",https://www.compucorp.co.uk/jobs,London,UK,Saran Reiner ,,https://www.compucorp.co.uk/jobs,1.0
Conferize,conferize,11-50,The universal event solution,https://www.conferize.com/about,Copenhagen,Denmark,Martin Ferro-Thomsen,ferrogate,https://www.conferize.com/jobs,2.0
Conjura,,1-10,Customer analytics,https://conjura.com/,London,UK,Aidan Corbett,,,1.0
ConnectCPA,connect_cpa,11-50,Cloud accounting firm working with startups and tech companies,https://www.connectcpa.ca,Toronto,Canada,Lior Zehtser & Mike Pinkus,,,2.0
